cruise,station,cast,sample_name,DateUTC,Time_start_UTC,Time_end_UTC,lat,lon,depth_bottom,depth_target,avg_angle,depth_TDR,FlowMeterSerial_335,FlowStart_335,FlowEnd_335,TotFlow_335,Vol_Filtered_m3_335,NOAA_335,DNA_335,FlowMeterSerial_150,FlowStart_150,FlowEnd_150,TotFlow_150,Vol_Filtered_m3_150,MorphID_150,DNA_150,SizeFract_150,TaxaPick_150,EtOHchanged,Comments
AR28B,L1,1,AR28B_L1_R1,180403,NA,NA,41.185,-70.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,17 m wire out; OOI Pioneer cruise
AR28B,L2,2,AR28B_L2_R2,180403,22:25:00,NA,41.031,-70.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,40 m wire out; cod end broke - no sample; OOI Pioneer cruise
AR28B,L3,3,AR28B_L3_R3,180404,00:25:00,NA,40.864,-70.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,50 m wire out; OOI Pioneer cruise
AR28B,L4,4,AR28B_L4_R4,180404,02:19:00,NA,40.697,-70.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,62 m wire out; OOI Pioneer cruise
AR28B,L5,5,AR28B_L5_R5,180404,04:30:00,NA,40.529,-70.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,72 m wire out; OOI Pioneer cruise
AR28B,L6,28,AR28B_L6_R28,180411,18:40:00,NA,40.359,-70.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,87 m wire out; OOI Pioneer cruise
AR28B,L7,27,AR28B_L7_R27,180411,12:56:00,NA,40.227,-70.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,120 m wire out; OOI Pioneer cruise
AR28B,L8,37,AR28B_L8_R37,180412,12:40:00,NA,40.137,-70.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,129 m wire out; OOI Pioneer cruise
AR28B,L9,17,AR28B_L9_R17,180410,18:55:00,NA,40.096,-70.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,145 m wire out; OOI Pioneer cruise
AR28B,L10,10,AR28B_L10_R10,180409,15:45:00,NA,39.94,-70.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,438 m wire out; OOI Pioneer cruise
AR28B,L11,12,AR28B_L11_R12,180410,02:55:00,NA,39.773,-70.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,200 m wire out; lots of salps; OOI Pioneer cruise
AR31A,L4,3,AR31A_L4_R3,181021,12:26:00,12:45:00,40.69,-70.88,65,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,181022,EtOH green; OOI Pioneer cruise
AR31A,L5,2,AR31A_L5_R2,181021,10:32:00,10:50:00,40.51,-70.88,77,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,181022,EtOH green; OOI Pioneer cruise
AR31A,L6,1,AR31A_L6_R1,181021,08:33:00,09:00:00,40.36,-70.88,93,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,181022,OOI Pioneer cruise
AR32,L1,1,AR32_L1_B1,181112,17:01:00,17:07:00,41.19498,-70.883,23,18,25,NA,28519,834828,844977,10149,77.11375552,Y,N,28517,927723,936353,8630,65.57214604,Y,N,Y,N,NA,high phytoplankton content. ethanol split for morph ID stored in 2 jars (jar 1 of 2 and jar 2 of 2)
AR32,L3,2,AR32_L3_B2,181112,19:47:00,20:00:00,40.86119,-70.8817,54,48,25,NA,28519,844703,858722,14019,106.518646,Y,N,28517,936353,943442,7089,53.86337697,Y,Y,Y,N,NA,dense phytoplankton. dumped 1/2 f 150 um. th sample is split so 1/4 of sampl  for 2 jars. 1/4 of size fraction.
AR32,L5,3,AR32_L5_B3,181112,22:50:00,23:05:00,40.50839,-70.8833,76,73,30,NA,28519,858863,872120,13257,100.7288459,Y,N,28517,943628,955840,12212,92.78876563,N,Y,Y,N,NA,part of 150 um spilled about 5% of sample. 2 EtOH jars.
AR32,L6,4,AR32_L6_B4,181112,00:48:00,00:59:00,40.36082,-70.8764,93,88,30,NA,28519,872119,893234,21115,160.4352102,Y,N,28517,955840,971599,15759,119.7394495,N,Y,Y,N,NA,dumped 1/2 of sample. 1/4 in EtOh
AR32,L7,5,AR32_L7_B5,181112,02:52:00,03:06:00,40.22709,-70.8766,126,120,40,NA,28519,893236,919145,25909,196.8608032,Y,N,28517,971594,996095,24501,186.1625898,N,Y,Y,N,NA,NA
AR32,L10,6,AR32_L10_B6,181113,05:52:00,06:20:00,39.94116,-70.8926,438,200,25,NA,28519,919134,947895,28761,218.5307639,Y,N,28517,996096,25801,29704,225.6958315,N,Y,Y,N,NA,20m/min wire out and wire in
AR32,L11,7,AR32_L11_B7,181113,08:34:00,08:57:00,39.77616,-70.8777,1578,200,20,NA,28519,947894,977683,29789,226.3416754,Y,N,28517,25802,56858,31056,235.9685478,N,Y,Y,N,NA,NA
AR34B,L1,5,AR34B_L1_R5,190415,10:05:00,10:08:00,41.197,-70.883,21,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,OOI Pioneer cruise
AR34B,L2,4,AR34B_L2_R4,190415,08:20:00,08:31:00,41.031,-70.881,46,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,net zeroed halfway up instead of at the weight; OOI Pioneer cruise
AR34B,L3,3,AR34B_L3_R3,190415,06:47:00,06:54:00,40.864,-70.883,54,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,jar label as incorrect time; OOI Pioneer cruise
AR34B,L4,2,AR34B_L4_R2,190415,05:06:00,05:12:00,40.698,-70.886,65,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,OOI Pioneer cruise
AR34B,L5,7,AR34B_L5_R7,190417,06:31:00,06:35:00,40.513,-70.884,76,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,green sample; OOI Pioneer cruise
AR34B,L6,8,AR34B_L6_R8,190417,08:14:00,08:20:00,40.364,-70.884,93,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,OOI Pioneer cruise
AR34B,L7,6,AR34B_L7_R6,190417,03:32:00,03:40:00,40.226,-70.885,126,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,OOI Pioneer cruise
AR34B,L8,9,AR34B_L8_R9,190418,02:10:00,02:20:00,40.137,-70.776,133,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,half salps; OOI Pioneer cruise
AR34B,L9,18,AR34B_L9_R18,190422,05:41:00,05:51:00,40.099,-70.884,147,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,OOI Pioneer cruise
AR34B,L10,21,AR34B_L10_R21,190422,15:32:00,15:52:00,40.034,-70.902,445,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,"cod end jar got wrapped around the wire, not sure at what point of the tow it happened. no time to redo. saved what was collected. OOI Pioneer cruise"
AR34B,L11,10,AR34B_L11_R10,190418,06:01:00,06:14:00,39.775,-70.883,1567,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,OOI Pioneer cruise
AR38,L2,19,AR38_L2_B19,190922,08:25:00,08:30:00,41.03045,-70.8833,45,40,35,NA,29914,724319,734594,10275,78.07112405,Y,N,29913,826790,834309,7519,57.13058703,Y,Y,Y,N,NA,NA
AR38,L3,2,AR38_L3_B2,190920,21:33:00,21:39:00,40.8558,-70.8888,55,50,35,NA,29914,439818,499256,59438,451.6196079,Y,N,29913,600649,622563,21914,166.5061423,Y,Y,Y,N,NA,5% of 150 um spilled.
AR38,L3,16,AR38_L3_B16,190922,04:37:00,04:43:00,40.86452,-70.8814,53,48,35,NA,29914,713993,724318,10325,78.4510322,Y,N,29913,816706,826788,10082,76.6046786,Y,Y,Y,N,NA,salpy but not as as as L4
AR38,L4,14,AR38_L4_B14,190922,02:12:00,02:20:00,40.7024,-70.882,68,60,NA,NA,29914,693499,713997,20498,155.7471436,Y,N,29913,806104,816761,10657,80.97362229,Y,Y,Y,N,NA,335 split into 3 jars (all salps and jelly). dumped 21/2 150 um purely salps.
AR38,L6,8,AR38_L6_B8,190921,05:06:00,05:25:00,40.353,-70.893,93,88,45,80,29914,499256,547568,48312,367.0824472,Y,N,29913,622560,660599,38039,289.0265195,Y,Y,Y,N,NA,holding at 14 m wire out for about 7 mins at 10 m - not good for quant. labels in jars note time in UTC wrong; should be 05xx not 06xx
AR38,L7,9,AR38_L7_B8,190921,07:10:00,07:25:00,40.2225,-70.8826,125,120,40,121,29914,547571,575057,27486,208.8431061,Y,N,29913,660594,687551,26957,204.823678,Y,Y,Y,N,NA,NA
AR38,L9,10,AR38_L9_B10,190921,09:09:00,09:27:00,40.09564,-70.884,145,140,35,140,29914,575060,606074,31014,235.6494249,Y,N,29913,687554,718549,30995,235.5050598,Y,Y,Y,N,NA,335 um 5-10 ml spilled.
AR38,L10,11,AR38_L10_B11,190921,11:32:00,11:59:00,39.93591,-70.8855,450,200,30,NA,29914,606673,656777,50104,380.6983552,Y,N,29913,718545,769193,50648,384.8317558,Y,Y,Y,N,NA,NA
AR38,L11,12,AR38_L11_B12,190921,15:18:00,15:43:00,39.77093,-70.8923,1600,200,NA,NA,29914,656778,693499,36721,279.0121407,Y,N,29913,769193,806102,36909,280.4405954,Y,Y,Y,N,NA,thin sample; offshore
AR39B,L1,1,AR39B_L1_R1,191005,22:56:00,NA,41.195,-70.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,20 m wire out; kept most jellys; OOI Pioneer cruise
AR39B,L2,2,AR39B_L2_R2,191006,00:38:00,NA,41.03,-70.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,40 m wire out; kept most jellys; OOI Pioneer cruise
AR39B,L3,3,AR39B_L3_R3,191006,02:17:00,NA,40.863,-70.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,49 m wire out; kept most jellys; OOI Pioneer cruise
AR39B,L4,4,AR39B_L4_R4,191006,04:04:00,NA,40.697,-70.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,60 m wire out; OOI Pioneer cruise
AR39B,L5,5,AR39B_L5_R5,191006,06:02:00,NA,40.515,-70.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,71 m wire out; OOI Pioneer cruise
AR39B,L6,6,AR39B_L6_R6,191006,14:51:00,NA,40.364,-70.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,87 m wire out; sat at surface longer; OOI Pioneer cruise
AR39B,L7,8,AR39B_L7_R8,191007,19:09:00,NA,40.227,-70.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,120 m wire out; OOI Pioneer cruise
AR39B,L8,7,AR39B_L8_R7,191007,14:29:00,NA,40.138,-70.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,127 m wire out; OOI Pioneer cruise
AR39B,L9,9,AR39B_L9_R9,191008,03:00:00,NA,40.095,-70.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,141 m wire out; OOI Pioneer cruise
AR39B,L10,11,AR39B_L10_R11,191008,20:20:00,NA,39.939,-70.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,200 m wire out; OOI Pioneer cruise
AR39B,L11,10,AR39B_L11_R10,191008,06:33:00,NA,39.773,-70.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,200 m wire out; OOI Pioneer cruise
AR61B,L3,3,AR61B_L3_R3,211109,00:25:00,00:29:00,40.865,-70.884,54,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,211111,EtOH turned orange; OOI Pioneer cruise
AR61B,L5,5,AR61B_L5_R5,211109,04:43:00,04:55:00,40.513,-70.884,56,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,211111,EtOH turned green; OOI Pioneer cruise
AR61B,L6,18,AR61B_L6_R18,211111,14:27:00,14:34:00,40.364,-70.883,95,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,211111,EtOH turned green; Rhizo on IFCB; OOI Pioneer cruise
AR61B,L9,11,AR61B_L9_R11,211110,14:18:00,14:29:00,40.0981,-70.883,147,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,OOI Pioneer cruise
AR61B,L10,7,AR61B_L10_R7,211109,16:49:00,17:03:00,39.94,-70.883,443,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,211111,OOI Pioneer cruise
AR61B,L11,9,AR61B_L11_R9,211110,03:35:00,03:50:00,39.772,-70.864,1580,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,211111,OOI Pioneer cruise
AR63,L2,1,AR63_L2_B1,211126,18:12:00,18:38:00,41.02873,-70.88955,46,40,40,44,NA,NA,456976,NA,NA,N,Y,29913,NA,231398,NA,NA,Y,Y,N,N,NA,forgot to get flow start. get TDR time in and out. 10 m/min wire speed. 150 cod end mesh detaches so not quant
AR63,L4,8,AR63_L4_B8,211128,06:19:00,06:34:00,40.69634,-70.88485,65,60,35,60,NA,509386,533854,24468,185.9118504,Y,Y,29913,275325,297125,21800,165.6399518,Y,Y,Y,Y,NA,ship had stopped instead of 1-2 knots. net at surface while we waited for ship speed. down and up 10 m/min. 70 m payout.
AR63,L5,2,AR63_L5_B2,211126,22:20:00,22:40:00,40.5125,-70.8825,77,70,35,64,NA,456977,479712,22735,172.7442341,N,Y,29913,231395,248634,17239,130.9847307,Y,Y,N,N,NA,wire speed 15m/min
AR63,L7,7,AR63_L7_B7,211128,02:20:00,02:36:00,40.2257,-70.88654,125,120,40,119,NA,479723,509386,29663,225.3843068,Y,Y,29913,248592,275325,26733,203.1216895,Y,Y,Y,Y,NA,20 m/min; 150 wire out
AR66B,L3,2,AR66B_L3_R2,220420,NA,17:35:00,40.86296,-70.8831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,52 m wire out; OOI Pioneer cruise
AR66B,L5,4,AR66B_L5_R4,220420,NA,22:30:00,40.51256,-70.88217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,73 m wire out; OOI Pioneer cruise
AR66B,L6,22,AR66B_L6_R22,220425,NA,21:43:00,40.36161,-70.87599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,91 m wire out; OOI Pioneer cruise
AR66B,L7,19,AR66B_L7_R19,220424,NA,14:55:00,40.22638,-70.88364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,123 m wire out; OOI Pioneer cruise
AR66B,L8,20,AR66B_L8_R20,220424,NA,22:50:00,40.13415,-70.7701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,130 m wire out; OOI Pioneer cruise
AR66B,L9,15,AR66B_L9_R15,220423,NA,15:55:00,40.09807,-70.88722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,144 m wire out; OOI Pioneer cruise
AR66B,L10,6,AR66B_L10_R6,220421,NA,16:10:00,39.94009,-70.87972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,200 m wire out. twist in net bewtween the ring and the cod end. OOI Pioneer cruise
AR66B,L11,8,AR66B_L11_R8,220422,NA,02:55:00,39.77548,-70.87314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,"200 m wire out; many large jellies, alllarge jellies >5mm in a separate jar. OOI Pioneer cruise"
AR77,L1,1,AR77_L1_B1,231011,16:28:00,16:30:00,41.194,-70.878,17,12,30,NA,29914,894280,901397,7117,54.07612553,Y,Y,29913,825454,831677,6223,47.28336788,Y,Y,Y,Y,231012,net sat at surface from 16:22 to 16:28; TDR did not record depth; 335um cod end spilled 1/6 sample
AR77,L2,2,AR77_L2_B2,231012,03:06:00,03:15:00,41.033,-70.884,47,42,30,37.6,29914,925572,931091,5519,41.93426118,Y,Y,29913,843360,847418,4058,30.83334515,Y,Y,Y,Y,231012,"had to deploy bongos twice due to an issue with hydraulics all nets were rinsed prior to 2nd deployment; upon recovery we found a hole in the 335um net, fixed before next deployments"
AR77,L3,18,AR77_L3_B18,231014,21:16:00,21:21:00,40.863,-70.885,55,50,25,51.25,29914,76575,87571,10996,83.54939952,Y,Y,29913,980872,988177,7305,55.50458016,Y,Y,Y,Y,Y,USBL was used on bongo for real time data but no one looked to see if it was working
AR77,L4,19,AR77_L4_B19,231014,22:42:00,22:49:00,40.694,-70.884,67,62,NA,64.5,29914,87566,91805,4239,32.20861264,Y,Y,29913,988176,992273,4097,31.1296735,Y,Y,Y,Y,Y,we got very close to the seafloor; we tried to use the USBL for real time depth but it did not work - too shallow?
AR77,L5,5,AR77_L5_B5,231012,12:05:00,12:13:00,40.511,-70.882,78.5,73,30,65.5,29914,931088,945284,14196,107.8635209,Y,Y,29913,847410,858721,11311,85.94282084,Y,Y,Y,Y,231012,wire out 84m
AR77,L6,10,AR77_L6_B10,231013,20:36:00,20:45:00,40.363,-70.884,93,88,20,89.44,29914,996050,10119,14068,106.890956,Y,Y,29913,907047,917813,10766,81.80182204,Y,Y,Y,Y,Y,NA
AR77,L7,17,AR77_L7_B17,231014,10:34:00,10:46:00,40.258,-70.884,123,118,30,121,29914,59720,76571,16851,128.0366434,Y,Y,29913,964914,980871,15957,121.2438858,Y,Y,Y,Y,Y,sand in sample; might have hit bottom
AR77,L8,16,AR77_L8_B16,231014,08:13:00,08:29:00,40.152,-70.886,139,134,35,137,29914,35045,59716,24671,187.4542775,Y,Y,29913,941205,964913,23708,180.1372466,Y,Y,Y,Y,Y,probaly hit bottom sand and shells in cod end; ring net sample suspect - mostly sand and silt
AR77,L9,13,AR77_L9_B13,231014,02:14:00,02:40:00,40.029,-70.884,236,200,30,220,29914,10125,35045,24920,189.3462201,Y,Y,29913,917868,941198,23330,177.265141,Y,Y,Y,Y,Y,NA
AR77,L10,6,AR77_L10_B6,231013,03:27:00,03:48:00,39.941,-70.885,449,200,25,213,29914,945290,968957,23667,179.8257219,Y,Y,29913,858805,881732,22927,174.2030814,Y,Y,Y,Y,Y,many salps and large oranisms in 150um net had to remove prior to putting samples in the SIA jars
AR77,L11,8,AR77_L11_B8,231013,10:19:00,10:35:00,39.773,-70.885,1600,200,30,201.2,29914,968960,996049,27089,205.8266355,Y,Y,29913,881735,907041,25306,192.279111,Y,Y,Y,Y,Y,wire out 231m; 30m/min out
AR77,MVCO,35,AR77_MVCO_B35,231016,09:10:00,09:17:00,41.325,-70.578,12,6,35,5.4,29914,91804,100379,8575,65.15424708,Y,Y,29913,992278,96,7817,59.39483958,Y,Y,Y,Y,Y,net sitting at depth from 9:12 to 9:16 winch wire reading not working we brought the net up and recorded TDR depth; TDR depth close enough to target so we counted the tow as good
AT46,L1,1,AT46_L1_B1,220216,19:21:00,19:25:00,41.193269,-70.882483,21,16,45,11.2,29913,309286,318561,9275,70.47296112,Y,Y,29914,546694,559396,12702,96.51186547,Y,Y,Y,Y,Y,"150um sample probably not quantitative because there was plankton in the bucket after rinsing, but couldn't tell where it came from (no hole noticed in net or cod end mesh problem). No 100 um sieve on this cruise, so there will be no 100-200um size fraction sample, and the 20-100 sample will be 20-150 instead. TDR had offset of +12 m at surface. Swithced to other TDR after this cast, which has +4m offset"
AT46,L2,21,AT46_L2_B21,220221,00:27:00,00:33:00,41.025493,-70.8798,46,36,40,43,29913,583766,598476,14710,111.7689766,Y,Y,29914,840464,850832,10368,78.7777532,Y,Y,Y,Y,NA,NA
AT46,L3,22,AT46_L3_B22,220221,02:09:00,02:19:00,40.862765,-70.882973,55,45,NA,48,29913,598475,613394,14919,113.3569927,Y,Y,29914,850837,864858,14021,106.5338424,Y,Y,Y,Y,NA,NA
AT46,L4,2,AT46_L4_B2,220217,03:15:00,03:25:00,40.696641,-70.879305,65,60,20,65,29913,318565,334178,15613,118.6301177,Y,N,29914,559402,575867,16465,125.1037526,Y,Y,Y,Y,Y,"ship was going slow, angle steep. 335 hit botttom (winch operator didnt hear when we changed target depth). sieved out some mud but good bit of sand still (didnt have a 335 sieve to help - used 200). no 335 1/4 split in EtOH. formalin sample is whole sample; 335 NOA is whole sample not 3/4 split"
AT46,L5,3,AT46_L5_B3,220217,06:10:00,06:23:00,40.511398,-70.878749,76,66,35,63,29913,334178,356280,22102,167.934597,Y,Y,29914,575862,600476,24614,187.0211822,Y,Y,Y,Y,Y,NA
AT46,L6,6,AT46_L6_B6,220217,13:54:00,14:15:00,40.35721,-70.879894,94,84,45,83,29913,356282,376312,20030,152.1912034,Y,Y,29914,600476,624083,23607,179.3698322,Y,Y,Y,Y,Y,deploy at 10m/min; recover at 15m/min due to gear in H2O pretty shallow on recovery due to ship speed reduction (gear). vertical at 50m wire out. Labels on jar wrong state Bongo cast as B4 (it should be B6) - this was corrected on the elog but not labels.
AT46,L7,14,AT46_L7_B14,220219,06:36:00,06:54:00,40.223584,-70.892616,126,116,50,80,29913,534064,583880,49816,378.5100842,Y,Y,29914,NA,NA,NA,NA,N,N,N,N,Y,"av angle 40-60; Whole 150 net ripped off, and 20 um net cod end/collar came off. Weather was rough and nets seemed to get tangled due to wave surge at surface just prior to retrieval. Replaced 150 net with tied-off type of cod end (the one from B1, but tied off, not with PVC cod end)"
AT46,L8,13,AT46_L8_B13,220219,02:16:00,02:34:00,40.136878,-70.782766,135,125,45,NA,29913,489544,534064,44520,338.2702134,Y,Y,29914,742836,788496,45660,346.9321191,Y,Y,Y,Y,Y,No TDR. angle at bottom 45. total wire out 175m
AT46,L9,12,AT46_L9_B12,220219,00:45:00,01:06:00,40.090247,-70.89551,155,145,45,84,29913,434892,489544,54652,415.2548001,Y,Y,29914,685888,742836,56948,432.7001822,Y,Y,Y,Y,Y,NA
AT46,L11,7,AT46_L11_B7,220217,22:43:00,23:14:00,39.77104,-70.876575,1600,200,45,175,29913,376318,434890,58572,445.0395988,Y,Y,29914,624098,685454,61356,466.1928844,Y,Y,Y,Y,Y,280m wire out. haul back at 17:58 EST
AT46,MVCO,23,AT46_MVCO_B23,220221,12:00:00,12:04:00,41.323923,-70.563878,15,12,35,14,29913,613396,619031,5635,42.81564808,Y,Y,29914,864987,870731,5744,43.64384784,Y,Y,Y,Y,NA,NA
EN608,L1,1,EN608_L1_B1,180131,20:46:00,04:40:00,41.1947,-70.8826,22,17,35,18.2,28517,651822,661657,9835,74.72793236,Y,Y,28519,617432,625697,8265,62.79881657,Y,Y,Y,Y,NA,"Pay-out speed of 10m/min (instead of 20 like NOAA does). We changed the pay-out speed for the rest of the stations too. They were reduced, and maxed out at 30 m/min whereas NOAA goes up to 50--the ship wanted to keep it to 30. Also, because of the chaos with everything and having to deploy the rake, the nets weren't rinsed about an hour after retrieval. SIze fraction samples in tin foil (except 20-100), but in vials for the rest of the cruise."
EN608,L2,4,EN608_L2_B4,180201,06:24:00,00:14:00,41.0105,-70.8686,48,43,NA,44,28517,661663,674869,13206,100.3413396,Y,Y,28519,625722,637687,11965,90.91201939,Y,Y,Y,Y,NA,"Spilled about 5% of 150um sample. Down at 30 m/min, up at 18 initially then 14 soon after."
EN608,L3,5,EN608_L3_B5,180201,10:24:00,20:14:00,40.8435,-70.8872,55,50,30,54,28517,675301,683513,8212,62.39611394,Y,Y,28519,637710,643850,6140,46.65272036,Y,Y,Y,Y,NA,55m payout
EN608,L4,8,EN608_L4_B8,180201,20:08:00,16:23:00,40.6829,-70.8819,67,62,35,63,28517,683506,696838,13332,101.2987081,Y,Y,28519,643853,655705,11852,90.05342698,Y,Y,Y,N,NA,No picking sample--needed it for 200-500 size fraction that I dumped accidentally
EN608,L5,9,EN608_L5_B9,180202,00:12:00,12:26:00,40.5184,-70.9003,78,73,35,77,28517,696846,711272,14426,109.6110983,Y,Y,28519,655703,668741,13038,99.06484821,Y,Y,Y,Y,NA,NA
EN608,L6,12,EN608_L6_B12,180202,10:52:00,08:28:00,40.353,-70.8972,95,90,30,93,28517,711267,729366,18099,137.5191508,Y,Y,28519,668743,683284,14541,110.4848871,Y,Y,Y,Y,NA,20 um size fractions
EN608,L7,23,EN608_L7_B23,180204,05:49:00,05:16:00,40.2201,-70.866,125,120,40,104,28517,843350,872924,29574,224.7080703,Y,Y,28519,788624,817103,28479,216.3880819,Y,Y,Y,Y,NA,150 net almost clogged with orangy goo. See if IFCB can see it. 200-500 fraction like fudge--very cohesive.
EN608,L9,22,EN608_L9_B22,180204,02:39:00,02:13:00,40.0931,-70.8687,148,140,NA,140,28517,812959,842254,29295,222.5881829,Y,Y,28519,761562,788623,27061,205.6138869,Y,Y,Y,Y,NA,NA
EN608,L10,21,EN608_L10_B21,180203,23:44:00,21:59:00,39.9166,-70.8867,460,200,40,210,28517,771590,812960,41370,314.3360002,Y,Y,28519,723908,761560,37652,286.0860304,Y,Y,Y,Y,NA,Did not include a salp in the >1000um fraction
EN608,L11,19,EN608_L11_B19,180203,18:34:00,18:13:00,39.7599,-70.8901,1650,200,40,195,28517,729622,771594,41972,318.9100943,Y,Y,28519,685484,723906,38422,291.9366159,Y,Y,Y,Y,NA,Did not include a tunicate and Phronima amphipod in >1000um fraction.
